"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.001450250E0,-3.161393329E0,-7.618752426E0,2.743704496E0,8.692969036E0
2.011450250E0,-4.375995968E0,-8.475999264E0,2.710296429E0,9.916532205E0
2.021450250E0,-2.961601572E0,-8.189633047E0,1.927494879E0,8.919439995E0
2.031450250E0,-8.072578222E-1,-7.528049247E0,8.923505974E-1,7.623613333E0
2.041450250E0,2.037835931E0,-6.862707442E0,-2.641620004E-1,7.163749736E0
2.051450250E0,4.455431270E0,-6.696818426E0,-2.119689349E0,8.318132468E0
2.061450250E0,5.428831000E0,-6.391578566E0,-4.330294715E0,9.438004816E0
2.071450250E0,6.305879434E0,-5.632239261E0,-9.482834251E0,1.270473848E1
2.081450250E0,6.017595915E0,-4.476042997E0,-1.289585637E1,1.491809415E1
2.091450250E0,3.544687963E0,-5.710293742E0,-5.436278014E0,8.644384653E0
2.101450250E0,1.490832123E0,-6.459984557E0,-1.945110347E0,6.909228261E0
2.111450250E0,1.086370276E-1,-6.133377802E0,-7.227881408E-1,6.176774883E0
2.121450250E0,-4.857111011E-1,-4.654035750E0,-1.140280581E0,4.816243748E0
2.131450250E0,-7.343148302E-1,-2.011079657E0,-4.166233246E-1,2.181108583E0
2.141449250E0,-9.654618430E-1,1.039202249E-1,3.481549144E-1,1.031565717E0
2.151449250E0,-1.213683603E0,8.999829680E-1,6.233775810E-1,1.634502015E0
2.161449250E0,-1.367283234E0,8.786686975E-1,8.250339425E-1,1.822691177E0
2.171449250E0,-2.230947391E0,5.661396986E-1,-2.039345098E-1,2.310677326E0
2.181449250E0,-3.508541353E0,-4.171508896E-1,-1.133763494E0,3.710700332E0
2.191449250E0,-5.265893658E0,-1.552680754E0,-3.777815136E-1,5.503014848E0
2.201449250E0,-6.071257567E0,-2.356202205E0,1.120891433E0,6.608196039E0
2.211449250E0,-5.053884144E0,-3.448670835E0,1.805054183E0,6.379129727E0
2.221449250E0,-4.646510383E0,-3.341177377E0,2.379629660E0,6.198077309E0
2.231449250E0,-5.253488206E0,-3.825540841E-1,2.450111997E0,5.809348910E0
2.241449250E0,-5.359350291E0,1.866097945E0,1.986663000E0,6.012635608E0
2.251449250E0,-4.062658007E0,3.043374006E0,1.898944094E0,5.419714392E0
2.261449250E0,-2.043719107E0,3.731442184E0,1.935630695E0,4.674089724E0
2.271449250E0,-1.162806248E0,4.544426769E0,2.007185411E0,5.102227583E0
2.281448250E0,-9.474401397E-1,5.139142980E0,1.661965799E0,5.483663347E0
2.291448250E0,-6.978713277E-1,5.305798566E0,1.280467722E0,5.502555807E0
2.301448250E0,-2.505274630E-1,5.292758691E0,1.069210233E0,5.405485093E0
2.311448250E0,5.243666053E-2,5.303664917E0,9.145523290E-1,5.382194452E0
2.321448250E0,-4.447769371E-1,5.822052745E0,9.149009693E-1,5.910259594E0
2.331448250E0,-4.344118702E-1,6.026380187E0,8.392706700E-1,6.100028450E0
2.341448250E0,-4.145675898E-2,6.040517585E0,6.856748398E-1,6.079450744E0
2.351448250E0,3.338798144E-1,5.937611852E0,6.181090935E-1,5.979027437E0
2.361448250E0,6.782372546E-1,5.764516143E0,6.068614626E-1,5.835917491E0
2.371448250E0,1.025270088E0,5.653972777E0,5.590077766E-1,5.773307250E0
2.381448250E0,1.402608456E0,5.499393445E0,5.224755426E-1,5.699440274E0
2.391448250E0,1.755095280E0,5.123047349E0,4.299071022E-1,5.432383796E0
2.401448250E0,2.117110142E0,4.642764072E0,4.504987299E-1,5.122534792E0
2.411447250E0,2.299514034E0,4.055887808E0,4.887711684E-1,4.687951361E0
